Назив,Белешка,URL адреса,Ознаке,Коментар
Warabi city Park,,https://www.google.com/maps/place/Warabi+city+Park/data=!4m2!3m1!1s0x601894b7913ba06d:0x1a70038e179a991d,,
Kyu-Furukawa Gardens,,https://www.google.com/maps/place/Kyu-Furukawa+Gardens/data=!4m2!3m1!1s0x60188d9108c52f07:0x4cf4f7cf5b8a95ed,,
Mukojima-Hyakkaen Gardens,,https://www.google.com/maps/place/Mukojima-Hyakkaen+Gardens/data=!4m2!3m1!1s0x60188f1ff4a0a553:0xf42f2d949b82d148,,
Коишикава Коракуен,,https://www.google.com/maps/place/%D0%9A%D0%BE%D0%B8%D1%88%D0%B8%D0%BA%D0%B0%D0%B2%D0%B0+%D0%9A%D0%BE%D1%80%D0%B0%D0%BA%D1%83%D0%B5%D0%BD/data=!4m2!3m1!1s0x60188c4646de5005:0x1b220216ae23c25e,,
Rikugien Gardens,,https://www.google.com/maps/place/Rikugien+Gardens/data=!4m2!3m1!1s0x60188dbdf73e4461:0x7648774313f66fe5,,
湿地帯（茅場）,,https://www.google.com/maps/place/%E6%B9%BF%E5%9C%B0%E5%B8%AF%EF%BC%88%E8%8C%85%E5%A0%B4%EF%BC%89/data=!4m2!3m1!1s0x60188b74752a9e61:0x58312ae009e957a1,,
Fukusoji,,https://www.google.com/maps/place/Fukusoji/data=!4m2!3m1!1s0x60188dd312c7b275:0xea243976529e040a,,
Zuirinji Temple,,https://www.google.com/maps/place/Zuirinji+Temple/data=!4m2!3m1!1s0x60188c2b50268cdb:0x5f164e9d656df3a2,,
Tennōji Temple,,https://www.google.com/maps/place/Tenn%C5%8Dji+Temple/data=!4m2!3m1!1s0x60188dd490f4f1f1:0x278367ba80c0a346,,
Arakawa Shikahamabashi Green Space,,https://www.google.com/maps/place/Arakawa+Shikahamabashi+Green+Space/data=!4m2!3m1!1s0x601892451f7c6de7:0xd146ac3b6919ea69,,
Ogunohara Park,,https://www.google.com/maps/place/Ogunohara+Park/data=!4m2!3m1!1s0x60188e09426bc641:0x5e6ce510e30cfc23,,
Nippori Station,,https://www.google.com/maps/place/Nippori+Station/data=!4m2!3m1!1s0x60188dd5ba0c2931:0xa06023b97dce83be,,
Observation Lobby,,https://www.google.com/maps/place/Observation+Lobby/data=!4m2!3m1!1s0x6018927c853fffff:0x268489b300b7ba0f,,
O-GUARD,,https://www.google.com/maps/place/O-GUARD/data=!4m2!3m1!1s0x60188d0056d4de4d:0xe50131e064d9aa7c,,
Kabukicho,,https://www.google.com/maps/place/Kabukicho/data=!4m2!3m1!1s0x60188cd84e865c35:0x33418e00dfeefac,,
Hagi Mohri Residence Ruins,,https://www.google.com/maps/place/Hagi+Mohri+Residence+Ruins/data=!4m2!3m1!1s0x60188b78f53d2201:0x767a0ff81c0be682,,
Meiji Jingu Gaien,,https://www.google.com/maps/place/Meiji+Jingu+Gaien/data=!4m2!3m1!1s0x60188c913c7612f5:0x725bc33986026ec0,,
Hie-jinja Shrine,,https://www.google.com/maps/place/Hie-jinja+Shrine/data=!4m2!3m1!1s0x601fa6c4e4114317:0xef431afda2747c8f,,
Togane,,https://www.google.com/maps/place/Togane/data=!4m2!3m1!1s0x6022eabbb394945b:0x97eb8d7355ce5b12,,
Kokyogaien,,https://www.google.com/maps/place/Kokyogaien/data=!4m2!3m1!1s0x60188bf684bf6ffb:0x80899d66aaf1c468,,
Fish Market Tsukiji Outer Market,,https://www.google.com/maps/place/Fish+Market+Tsukiji+Outer+Market/data=!4m2!3m1!1s0x60188b21cd0b675b:0xa26e24a1bf97025c,,
Wagyu Ramen Goku,,https://www.google.com/maps/place/Wagyu+Ramen+Goku/data=!4m2!3m1!1s0x60188b19281e8b75:0x2dea8ecde6567e25,,
Tamagawa Citizen Square,,https://www.google.com/maps/place/Tamagawa+Citizen+Square/data=!4m2!3m1!1s0x6018f05f4623594f:0x1a2039bc661d6c7e,,
Tamagawa Gohonmatsu Park,,https://www.google.com/maps/place/Tamagawa+Gohonmatsu+Park/data=!4m2!3m1!1s0x6018f0f9ea55d8a1:0x8e8f40e99388ac73,,
多摩川児童公園自由広場,,https://www.google.com/maps/place/%E5%A4%9A%E6%91%A9%E5%B7%9D%E5%85%90%E7%AB%A5%E5%85%AC%E5%9C%92%E8%87%AA%E7%94%B1%E5%BA%83%E5%A0%B4/data=!4m2!3m1!1s0x6018f111682b6ad1:0x7b31246e19b879c6,,
Misawagawa Riverside Park,,https://www.google.com/maps/place/Misawagawa+Riverside+Park/data=!4m2!3m1!1s0x6018fa968b62eeb7:0x3b411b02002abe4d,,
Uzumasa Yasui Ikedacho,,https://www.google.com/maps/place/Uzumasa+Yasui+Ikedacho/data=!4m2!3m1!1s0x6001079f701ebbcb:0xceee89ef548735a4,,
PokéPark Kanto,,https://www.google.com/maps/place/Pok%C3%A9Park+Kanto/data=!4m2!3m1!1s0x6018fb2f0e9098ab:0x3ac8b697f2a3589c,,
哲学者の道,,https://www.google.com/maps/place/%E5%93%B2%E5%AD%A6%E8%80%85%E3%81%AE%E9%81%93/data=!4m2!3m1!1s0x6018e6b9e4828d51:0x8a68ba9e96665e30,,
玉川上水緑道,,https://www.google.com/maps/place/%E7%8E%89%E5%B7%9D%E4%B8%8A%E6%B0%B4%E7%B7%91%E9%81%93/data=!4m2!3m1!1s0x6018e7184055c32f:0x139d6e4696ad87ec,,
Kodaira City Central Park,,https://www.google.com/maps/place/Kodaira+City+Central+Park/data=!4m2!3m1!1s0x6018e6bc704dd21f:0xa113d5e89bb2cf44,,
Sasai Riverbed Terrace Park,,https://www.google.com/maps/place/Sasai+Riverbed+Terrace+Park/data=!4m2!3m1!1s0x6018d88e35d35969:0xb19a3463b3a9a85,,
Sayama Inariyama Prefectural Park,,https://www.google.com/maps/place/Sayama+Inariyama+Prefectural+Park/data=!4m2!3m1!1s0x6018d8dd066f5b0f:0x97a9999536b66c79,,
Sainomori Iruma Park,,https://www.google.com/maps/place/Sainomori+Iruma+Park/data=!4m2!3m1!1s0x6018d8d100f49c45:0xc5eb5a176fa22e58,,
Iriso Tamokuteki Park,,https://www.google.com/maps/place/Iriso+Tamokuteki+Park/data=!4m2!3m1!1s0x6018ded1c1cb663f:0x5b269128a8c5ac83,,
Emio Sayamashi,,https://www.google.com/maps/place/Emio+Sayamashi/data=!4m2!3m1!1s0x6018d918fc21c8b7:0xeb1e28ee67abae35,,
狭山宮澤農園,,https://www.google.com/maps/place/%E7%8B%AD%E5%B1%B1%E5%AE%AE%E6%BE%A4%E8%BE%B2%E5%9C%92/data=!4m2!3m1!1s0x6018db8754fe834d:0x25c3da5f0894dbf2,,
Nanamagari Well,,https://www.google.com/maps/place/Nanamagari+Well/data=!4m2!3m1!1s0x6018deb61b410cb1:0x3bed37343fb016c8,,
Irumano Shrine,,https://www.google.com/maps/place/Irumano+Shrine/data=!4m2!3m1!1s0x6018deb5dd91bd4b:0x1b2304c5e430deff,,
Minoyama Park,,https://www.google.com/maps/place/Minoyama+Park/data=!4m2!3m1!1s0x601ec8c8c5b1a54f:0x6403063fed7f3ba3,,
Dodaira Observatory,,https://www.google.com/maps/place/Dodaira+Observatory/data=!4m2!3m1!1s0x601ecd9b9d6575b3:0xb4f7daba14053744,,
Ogano Shrine (Shrine of Motorbike),,https://www.google.com/maps/place/Ogano+Shrine+(Shrine+of+Motorbike)/data=!4m2!3m1!1s0x601eb7826d4aa3d5:0x923d8774a3391461,,
Chichibu Shrine,,https://www.google.com/maps/place/Chichibu+Shrine/data=!4m2!3m1!1s0x601eb9e7fca7b015:0xee9c0f2214aa4b62,,
Mitsumine Shrine,,https://www.google.com/maps/place/Mitsumine+Shrine/data=!4m2!3m1!1s0x6018bf51618d6769:0x804acaf45938c774,,
Sangenjaya,,https://www.google.com/maps/place/Sangenjaya/data=!4m2!3m1!1s0x6018f49927231ef9:0xcc2931a04ac73fe6,,
Setagaya Maruyama Park,,https://www.google.com/maps/place/Setagaya+Maruyama+Park/data=!4m2!3m1!1s0x6018f49952bad0ed:0xff85f9aaf0461fd7,,
Taishidō Hachiman Shrine,,https://www.google.com/maps/place/Taishid%C5%8D+Hachiman+Shrine/data=!4m2!3m1!1s0x6018f3622d78b0b3:0xf5a67cafb86ae6cc,,
Asukayama Park,,https://www.google.com/maps/place/Asukayama+Park/data=!4m2!3m1!1s0x601892788a3cd869:0x138fc1d9c26dccca,,
Nanasha-jinja Shrine,,https://www.google.com/maps/place/Nanasha-jinja+Shrine/data=!4m2!3m1!1s0x60188d87c29fecad:0x4bc1eb5adeb57c7a,,
Takinogawa Park,,https://www.google.com/maps/place/Takinogawa+Park/data=!4m2!3m1!1s0x60188d8f2cf05479:0x24004ecf15ca5ce8,,
Komagome Myogi Shrine,,https://www.google.com/maps/place/Komagome+Myogi+Shrine/data=!4m2!3m1!1s0x60188d9121c736e1:0x84ce7e485dd1228d,,
Shinji Pond,,https://www.google.com/maps/place/Shinji+Pond/data=!4m2!3m1!1s0x60188d2f2593b759:0x9b50c2004d2a541c,,
みんなの公園 西口広場,,https://www.google.com/maps/place/%E3%81%BF%E3%82%93%E3%81%AA%E3%81%AE%E5%85%AC%E5%9C%92+%E8%A5%BF%E5%8F%A3%E5%BA%83%E5%A0%B4/data=!4m2!3m1!1s0x60188d06d2777249:0x7b64c3cd4531da51,,
Tokyo Somei Onsen SAKURA,,https://www.google.com/maps/place/Tokyo+Somei+Onsen+SAKURA/data=!4m2!3m1!1s0x60188d9ae20f892f:0x1a4dad4383b1c8f7,,
Kishimojin Temple,,https://www.google.com/maps/place/Kishimojin+Temple/data=!4m2!3m1!1s0x60188d6af7ca6eb5:0xf3404318bde71204,,
Zoshigaya,,https://www.google.com/maps/place/Zoshigaya/data=!4m2!3m1!1s0x60188d130e2055d7:0xe5e3205725980e59,,
Zoshigaya 1-chome Park,,https://www.google.com/maps/place/Zoshigaya+1-chome+Park/data=!4m2!3m1!1s0x60188d127d697ec7:0xaad43d2bcb6ea5e3,,
Jūjō Ginza Shopping Street,,https://www.google.com/maps/place/J%C5%ABj%C5%8D+Ginza+Shopping+Street/data=!4m2!3m1!1s0x601892ed5e62138d:0x51b7965f232fdaa1,,
Not Suspicious,,https://www.google.com/maps/place/Not+Suspicious/data=!4m2!3m1!1s0x60188fd5d6af6391:0x74e1f4afe68b9ce9,,
Kappabashi Hondōri Shopping Street,,https://www.google.com/maps/place/Kappabashi+Hond%C5%8Dri+Shopping+Street/data=!4m2!3m1!1s0x60188ebfd14153f5:0xaf34af5f45007a8e,,
Kappabashi Dougugai Kitchen Town,,https://www.google.com/maps/place/Kappabashi+Dougugai+Kitchen+Town/data=!4m2!3m1!1s0x60188e95e87e855d:0x214435b365c89bf3,,
Sensō-ji Denboin Garden,,https://www.google.com/maps/place/Sens%C5%8D-ji+Denboin+Garden/data=!4m2!3m1!1s0x60188ec0f50a6cc7:0x35a4300502c1d9fe,,
Hoppy Street ホッピー通り,,https://www.google.com/maps/place/Hoppy+Street+%E3%83%9B%E3%83%83%E3%83%94%E3%83%BC%E9%80%9A%E3%82%8A/data=!4m2!3m1!1s0x60188f5a19be2c6b:0x88d377b63434bbd3,,
Kiyamachi-dori,,https://www.google.com/maps/place/Kiyamachi-dori/data=!4m2!3m1!1s0x6001089338272575:0x8a57a30f81be7790,,
Kinosaki Onsen,,https://www.google.com/maps/place/Kinosaki+Onsen/data=!4m2!3m1!1s0x5fffc83b9ff03cbf:0xc56bd6efca8999ee,,
Katsurazaka Park,,https://www.google.com/maps/place/Katsurazaka+Park/data=!4m2!3m1!1s0x600100d1d2fc6937:0xbc8279223c3218dd,,
Saihōji (Kokedera) Temple,,https://www.google.com/maps/place/Saih%C5%8Dji+(Kokedera)+Temple/data=!4m2!3m1!1s0x60010731ac7b7533:0xaeecced5615bb0d5,,
Take-no-Michi (Muko bamboo path),,https://www.google.com/maps/place/Take-no-Michi+(Muko+bamboo+path)/data=!4m2!3m1!1s0x60010700307cc285:0x849aaae81e01e418,,
Maruyama Park,,https://www.google.com/maps/place/Maruyama+Park/data=!4m2!3m1!1s0x600108dcae68a29b:0xeb260d8a2775cd4b,,
Yasaka Shrine,,https://www.google.com/maps/place/Yasaka+Shrine/data=!4m2!3m1!1s0x60010879a010eca9:0xc77ac89d5a241ae9,,
Shirakawa Canal,,https://www.google.com/maps/place/Shirakawa+Canal/data=!4m2!3m1!1s0x600109dc68b3c787:0x973caa294d46a998,,
Takase River,,https://www.google.com/maps/place/Takase+River/data=!4m2!3m1!1s0x60010f4f4a897ae9:0x3dac60116d9275da,,
Okazaki canal,,https://www.google.com/maps/place/Okazaki+canal/data=!4m2!3m1!1s0x60010900465e40b3:0x1463fb71d95726f0,,
Nanzenji Boat Reservoir,,https://www.google.com/maps/place/Nanzenji+Boat+Reservoir/data=!4m2!3m1!1s0x600109400b32a943:0x41b61d2fe9314a6d,,
Heian-jingū Shrine,,https://www.google.com/maps/place/Heian-jing%C5%AB+Shrine/data=!4m2!3m1!1s0x600108e5187cc88d:0x75bed992d897454f,,
Tetsugaku No Michi,,https://www.google.com/maps/place/Tetsugaku+No+Michi/data=!4m2!3m1!1s0x600109047190580b:0xb5b4bbf7a7ea5827,,
第一大谿川橋梁,,https://www.google.com/maps/place/%E7%AC%AC%E4%B8%80%E5%A4%A7%E8%B0%BF%E5%B7%9D%E6%A9%8B%E6%A2%81/data=!4m2!3m1!1s0x5fffc93fb5a359d9:0xd7375a3b81259fbc,,
Sasebo City Park,,https://www.google.com/maps/place/Sasebo+City+Park/data=!4m2!3m1!1s0x356a94372047679f:0x8f97350a865b3e15,,
Albuquerque Bridge,,https://www.google.com/maps/place/Albuquerque+Bridge/data=!4m2!3m1!1s0x356a94373a275737:0x32352801a235937f,,
Platon ろじ裏の小さなレストラン,,https://www.google.com/maps/place/Platon+%E3%82%8D%E3%81%98%E8%A3%8F%E3%81%AE%E5%B0%8F%E3%81%95%E3%81%AA%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3/data=!4m2!3m1!1s0x356aebf00207f515:0xfa428215de7893a6,,
HAPPY END 多幸寿Tacos,,https://www.google.com/maps/place/HAPPY+END+%E5%A4%9A%E5%B9%B8%E5%AF%BFTacos/data=!4m2!3m1!1s0x356a95fdf710e1a7:0xda18115e50dd2ac4,,
Sasebo C & B Burgers Shimokyomachiten,,https://www.google.com/maps/place/Sasebo+C+%26+B+Burgers+Shimokyomachiten/data=!4m2!3m1!1s0x356a9431d6ae60d3:0xf224105e0a5e262b,,
Arita Station,,https://www.google.com/maps/place/Arita+Station/data=!4m2!3m1!1s0x356a9b73b6ddc193:0x2267d5d560b09f12,,
Shirakawa,,https://www.google.com/maps/place/Shirakawa/data=!4m2!3m1!1s0x5ff8707e4843cc7f:0x56043544d4617173,,
Kayabuki No Sato,,https://www.google.com/maps/place/Kayabuki+No+Sato/data=!4m2!3m1!1s0x6001cb1f20eea08f:0xe46bcb61f7d18341,,
Ine Fishing Village,,https://www.google.com/maps/place/Ine+Fishing+Village/data=!4m2!3m1!1s0x5fff9f8db27f560b:0x8254ca426e5ee489,,
Urashima Shrine,,https://www.google.com/maps/place/Urashima+Shrine/data=!4m2!3m1!1s0x5fff0a3d751a7673:0x69cd8bb14af81fc4,,
Ine,,https://www.google.com/maps/place/Ine/data=!4m2!3m1!1s0x5fff0a758dad84e7:0x7d1ea3d53ffb1928,,
Niku no Suzuki,,https://www.google.com/maps/place/Niku+no+Suzuki/data=!4m2!3m1!1s0x60188dd16fc447a3:0xc86a38ba7000025b,,
Sudo Park,,https://www.google.com/maps/place/Sudo+Park/data=!4m2!3m1!1s0x60188dce02dc7d71:0x600b4587b8c1c770,,
Yanaka Ginza,,https://www.google.com/maps/place/Yanaka+Ginza/data=!4m2!3m1!1s0x60188dd19c058c3d:0xef3d1026c2974760,,
Oshiolive,,https://www.google.com/maps/place/Oshiolive/data=!4m2!3m1!1s0x60188c2af7f630b3:0x4b161663731ccb05,,
Yanaka Beer Hall,,https://www.google.com/maps/place/Yanaka+Beer+Hall/data=!4m2!3m1!1s0x60188c2af7f630b3:0xb62dc0c98b4f2568,,
Yanaka Cemetery,,https://www.google.com/maps/place/Yanaka+Cemetery/data=!4m2!3m1!1s0x60188c2acac1c13b:0x23941711c439d23f,,
YUKIZNA,,https://www.google.com/maps/place/YUKIZNA/data=!4m2!3m1!1s0x60188fc0731417bb:0xe1404292850dc23a,,
自由丁/JIYUCHO,,https://www.google.com/maps/place/%E8%87%AA%E7%94%B1%E4%B8%81%2FJIYUCHO/data=!4m2!3m1!1s0x60188f6785dd4817:0x5621abc51137f45a,,
Kuramae,,https://www.google.com/maps/place/Kuramae/data=!4m2!3m1!1s0x60188eb6457b566b:0xae69530149ee31a0,,
Gojo Ten-jinja,,https://www.google.com/maps/place/Gojo+Ten-jinja/data=!4m2!3m1!1s0x60188c279d176c65:0x9fcd37d48d846ae8,,
Ameyoko market,,https://www.google.com/maps/place/Ameyoko+market/data=!4m2!3m1!1s0x60188f00af83b787:0x654b0a29a45fcf0a,,
Meiji Jingu Gaien Ginkgo Avenue,,https://www.google.com/maps/place/Meiji+Jingu+Gaien+Ginkgo+Avenue/data=!4m2!3m1!1s0x60188c9afc587cfd:0xdfa0dacae2e42000,,
Aoyama-Itchome Station,,https://www.google.com/maps/place/Aoyama-Itchome+Station/data=!4m2!3m1!1s0x60188c8371a0c5af:0x886ee3d121dd9006,,
Gyoza Dokoro Tachibana,,https://www.google.com/maps/place/Gyoza+Dokoro+Tachibana/data=!4m2!3m1!1s0x6018f27d07fb2e25:0x902505af2cafb908,,
Chōsenji Temple,,https://www.google.com/maps/place/Ch%C5%8Dsenji+Temple/data=!4m2!3m1!1s0x6018f27d04f49985:0x842281aa37f32d91,,
Kōenji Hikawa Shrine,,https://www.google.com/maps/place/K%C5%8Denji+Hikawa+Shrine/data=!4m2!3m1!1s0x6018f287ef0582db:0x6f41125c192586e4,,
Nakano Broadway,,https://www.google.com/maps/place/Nakano+Broadway/data=!4m2!3m1!1s0x6018f290b2ddee83:0xe1b67e4ee0eff0be,,
Kōenji Station,,https://www.google.com/maps/place/K%C5%8Denji+Station/data=!4m2!3m1!1s0x6018f27d700b2bdd:0xe2ef354e915f9930,,
Mabashi Park,,https://www.google.com/maps/place/Mabashi+Park/data=!4m2!3m1!1s0x6018f27897b97c05:0x6822ff0e0661ed7b,,
CoCo Ichibanya Tokyo Metro Shinjuku Gyoenmae station shop,,https://www.google.com/maps/place/CoCo+Ichibanya+Tokyo+Metro+Shinjuku+Gyoenmae+station+shop/data=!4m2!3m1!1s0x60188cc2c25c2909:0x1ef129007ec02d06,,
CoCo ichibanya JR-Tsuruhashi-ekimae,,https://www.google.com/maps/place/CoCo+ichibanya+JR-Tsuruhashi-ekimae/data=!4m2!3m1!1s0x6000e0a891b7acc3:0x527092d5f910a971,,
Another8 Corner,,https://www.google.com/maps/place/Another8+Corner/data=!4m2!3m1!1s0x6018f5a671ca0887:0x65a7b843795871c6,,
Yakitori Yaoya HANARE,,https://www.google.com/maps/place/Yakitori+Yaoya+HANARE/data=!4m2!3m1!1s0x6018f5531817ec05:0x451839e8a3909895,,
Gakugei-daigaku Station,,https://www.google.com/maps/place/Gakugei-daigaku+Station/data=!4m2!3m1!1s0x6018f4ce8fc52bb7:0x2b30e214bb8d44f7,,
Higuma Doughnuts,,https://www.google.com/maps/place/Higuma+Doughnuts/data=!4m2!3m1!1s0x6018f4ce73ee3779:0x389ae7990efd28e3,,
Iseya Koen Store,,https://www.google.com/maps/place/Iseya+Koen+Store/data=!4m2!3m1!1s0x6018ef7adb31c1dd:0x8b72a34fd23f7b26,,
Satou Kichijoji,,https://www.google.com/maps/place/Satou+Kichijoji/data=!4m2!3m1!1s0x6018ee47d8c3ea11:0x480a2b9bf5253a37,,
「吉祥寺村のはじまり」説明板,,https://www.google.com/maps/place/%E3%80%8C%E5%90%89%E7%A5%A5%E5%AF%BA%E6%9D%91%E3%81%AE%E3%81%AF%E3%81%98%E3%81%BE%E3%82%8A%E3%80%8D%E8%AA%AC%E6%98%8E%E6%9D%BF/data=!4m2!3m1!1s0x6018efc62a8d136d:0xb73df3e519b4e438,,
Musashino Hachimangu,,https://www.google.com/maps/place/Musashino+Hachimangu/data=!4m2!3m1!1s0x6018ee45de0d8cd9:0x73830250f47189c1,,
TINY PONTA COFFEE - KICHIJOJI,,https://www.google.com/maps/place/TINY+PONTA+COFFEE+-+KICHIJOJI/data=!4m2!3m1!1s0x6018efb88b81c15f:0x2d176fe51f458143,,
PukuPuku,,https://www.google.com/maps/place/PukuPuku/data=!4m2!3m1!1s0x6018ee4940c7a4f9:0xe8389bf122b38b95,,
Kichijōji Station,,https://www.google.com/maps/place/Kichij%C5%8Dji+Station/data=!4m2!3m1!1s0x6018ee47f6226cc3:0x34e6b69989d52a4e,,
Inokashira Pond,,https://www.google.com/maps/place/Inokashira+Pond/data=!4m2!3m1!1s0x6018ee37a894d71b:0xc0d8ead739bce6fd,,
Inokashira Park,,https://www.google.com/maps/place/Inokashira+Park/data=!4m2!3m1!1s0x6018ee357495662d:0x8067c21dd5e0f34f,,
Saikazaki Signal Tower,,https://www.google.com/maps/place/Saikazaki+Signal+Tower/data=!4m2!3m1!1s0x600752a55b66ced3:0x990b13931ec168ae,,
Gokurakuji,,https://www.google.com/maps/place/Gokurakuji/data=!4m2!3m1!1s0x6007367578536b11:0xd45296a073b2e390,,
Hiraike Ryokuchi Park,,https://www.google.com/maps/place/Hiraike+Ryokuchi+Park/data=!4m2!3m1!1s0x600735f09c61aaab:0x3961ed852f806107,,
Hira-ike Green Park - Kofun Square,,https://www.google.com/maps/place/Hira-ike+Green+Park+-+Kofun+Square/data=!4m2!3m1!1s0x6007355708ee6ded:0x4b19d9a35ee13ba0,,
きしべの里公園 ほたるの館,,https://www.google.com/maps/place/%E3%81%8D%E3%81%97%E3%81%B9%E3%81%AE%E9%87%8C%E5%85%AC%E5%9C%92+%E3%81%BB%E3%81%9F%E3%82%8B%E3%81%AE%E9%A4%A8/data=!4m2!3m1!1s0x600737967a990d9f:0xd4f2bccab2339062,,
Kirara,,https://www.google.com/maps/place/Kirara/data=!4m2!3m1!1s0x6000aeccca16f215:0x9a521b8a6acae5d4,,
Awashima Shrine,,https://www.google.com/maps/place/Awashima+Shrine/data=!4m2!3m1!1s0x60199203086d7c1d:0xd94bd0da5e651fd7,,
Tomogashima,,https://www.google.com/maps/place/Tomogashima/data=!4m2!3m1!1s0x6000a7e2e4404ecd:0x98e5d5fc2e90d91,,
名草山,,https://www.google.com/maps/place/%E5%90%8D%E8%8D%89%E5%B1%B1/data=!4m2!3m1!1s0x60074c576dd8ed61:0xea633e762bfd2e9a,,
水軒地の一文字(ナカヤマの浜広場),,https://www.google.com/maps/place/%E6%B0%B4%E8%BB%92%E5%9C%B0%E3%81%AE%E4%B8%80%E6%96%87%E5%AD%97(%E3%83%8A%E3%82%AB%E3%83%A4%E3%83%9E%E3%81%AE%E6%B5%9C%E5%BA%83%E5%A0%B4)/data=!4m2!3m1!1s0x6000adc8518462fd:0x19388ab1c3758cc4,,
Yosui-en Garden,,https://www.google.com/maps/place/Yosui-en+Garden/data=!4m2!3m1!1s0x60074d59d6819d2d:0x5810381f149d038f,,
Bandoko Garden,,https://www.google.com/maps/place/Bandoko+Garden/data=!4m2!3m1!1s0x600752afd5153933:0x55e9e4f971f2448f,,
Wakayama Marina City,,https://www.google.com/maps/place/Wakayama+Marina+City/data=!4m2!3m1!1s0x60074dc5085e4d1d:0x7668f9c49f8e3725,,
Fujishiro Shrine,,https://www.google.com/maps/place/Fujishiro+Shrine/data=!4m2!3m1!1s0x60074ebc22d82441:0x7a0fc350c6e3a269,,
Kozan,,https://www.google.com/maps/place/Kozan/data=!4m2!3m1!1s0x6000af8eed4d14bb:0x8b54158fa9f4ab2f,,
Kimii-dera,,https://www.google.com/maps/place/Kimii-dera/data=!4m2!3m1!1s0x60074cff65b7ac21:0xf4da358024339344,,
Wakayama Castle,,https://www.google.com/maps/place/Wakayama+Castle/data=!4m2!3m1!1s0x6000b2c1a160d2c5:0xe10031626b806c93,,
Asaki Shrine,,https://www.google.com/maps/place/Asaki+Shrine/data=!4m2!3m1!1s0x6006245152595b33:0xa8319b379de24332,,
Asamiteibozen Park,,https://www.google.com/maps/place/Asamiteibozen+Park/data=!4m2!3m1!1s0x6006251ceaf74367:0x95e93a4d3684217b,,
マンジュウ,,https://www.google.com/maps/place/%E3%83%9E%E3%83%B3%E3%82%B8%E3%83%A5%E3%82%A6/data=!4m2!3m1!1s0x6006250068089723:0x4991a6880957179e,,
Minamicho Temple,,https://www.google.com/maps/place/Minamicho+Temple/data=!4m2!3m1!1s0x6006236701ff1099:0xa7db33dcc60cbb2b,,
Kai Kongo (Umikongo),,https://www.google.com/maps/place/Kai+Kongo+(Umikongo)/data=!4m2!3m1!1s0x600623b891403eef:0xa4f78a093ee27ba2,,
Takinohai,,https://www.google.com/maps/place/Takinohai/data=!4m2!3m1!1s0x600639907c820fd7:0xa52fdbcdfd752472,,
Nachikatsuura Seaside Park,,https://www.google.com/maps/place/Nachikatsuura+Seaside+Park/data=!4m2!3m1!1s0x60061581cd4acd1d:0xbb7d763f3977085,,
Daitaiji,,https://www.google.com/maps/place/Daitaiji/data=!4m2!3m1!1s0x60063d85875fa2bf:0xc57ea4027151f971,,
Butsubutsu-gawa River,,https://www.google.com/maps/place/Butsubutsu-gawa+River/data=!4m2!3m1!1s0x60061721cfcf15a1:0xc39089270b77b5e3,,
Taiji-cho Whale Museum,,https://www.google.com/maps/place/Taiji-cho+Whale+Museum/data=!4m2!3m1!1s0x600616f9996d618d:0x68780e474a01fdbf,,
Nachi Waterfall,,https://www.google.com/maps/place/Nachi+Waterfall/data=!4m2!3m1!1s0x60063ff3e5499ef9:0xd77c438c6c730e36,,
大瀬水没之碑,,https://www.google.com/maps/place/%E5%A4%A7%E7%80%AC%E6%B0%B4%E6%B2%A1%E4%B9%8B%E7%A2%91/data=!4m2!3m1!1s0x600689c1040ee9f7:0x6a399c92381a70e4,,
"Kinarinosato, Shimokitayama Sports Park",,"https://www.google.com/maps/place/Kinarinosato,+Shimokitayama+Sports+Park/data=!4m2!3m1!1s0x60068bc739eb5e99:0x973d2efb9a1215c4",,
賀田の大滝,,https://www.google.com/maps/place/%E8%B3%80%E7%94%B0%E3%81%AE%E5%A4%A7%E6%BB%9D/data=!4m2!3m1!1s0x600679f46f9ffa83:0xcb4d37f7959d960e,,
山寺権現伏拝,,https://www.google.com/maps/place/%E5%B1%B1%E5%AF%BA%E6%A8%A9%E7%8F%BE%E4%BC%8F%E6%8B%9D/data=!4m2!3m1!1s0x60066559fa19e4f5:0x1a1a7e3401d97591,,
Oma Shrine,,https://www.google.com/maps/place/Oma+Shrine/data=!4m2!3m1!1s0x60067066390d5a9b:0x77fa2872332384db,,
Shishiiwa,,https://www.google.com/maps/place/Shishiiwa/data=!4m2!3m1!1s0x600671a965458f47:0x34de736a11cb0d65,,
大泊海水浴場,,https://www.google.com/maps/place/%E5%A4%A7%E6%B3%8A%E6%B5%B7%E6%B0%B4%E6%B5%B4%E5%A0%B4/data=!4m2!3m1!1s0x6006711bdd1e19bb:0xcc9c9bc81c842801,,
Atashika Beach,,https://www.google.com/maps/place/Atashika+Beach/data=!4m2!3m1!1s0x600677554c4eab35:0x2022a0aabdafecfe,,
Wakayama Castle Park Zoo,,https://www.google.com/maps/place/Wakayama+Castle+Park+Zoo/data=!4m2!3m1!1s0x6000b2c3e76effc5:0xfb7e407af984dc4c,,
Urakuen,,https://www.google.com/maps/place/Urakuen/data=!4m2!3m1!1s0x60030e5f8d5a53df:0x76673c94c54f1014,,
